0610005C13Rik	3120
0610006L08Rik	0
0610009E02Rik	58
0610009L18Rik	62
0610010K14Rik	440
0610025J13Rik	0
0610030E20Rik	689
0610031O16Rik	3186
0610038B21Rik	10
0610039H22Rik	0
0610039K10Rik	0
0610040B10Rik	51
0610040F04Rik	0
0610040J01Rik	1849
0610042G04Rik	55
0610043K17Rik	280
1100001I12Rik	0
1110002E22Rik	1
1110002J07Rik	0
1110002L01Rik	292
1110002O04Rik	0
1110004F10Rik	414
1110006O24Rik	48
1110015O18Rik	0
1110018N20Rik	125
1110019D14Rik	69
1110020A21Rik	117
1110025L11Rik	0
1110025M09Rik	62
1110028F11Rik	0
1110028F18Rik	0
1110032F04Rik	0
1110036E04Rik	0
1110038B12Rik	372
1110038F14Rik	388
1110046J04Rik	103
1110057P08Rik	0
1110058D11Rik	17
1110059E24Rik	376
1110059G10Rik	173
1110065P20Rik	51
1190005I06Rik	0
1190028D05Rik	0
1300002E11Rik	185
1500002C15Rik	0
1500002F19Rik	229
1500004A13Rik	16
1500009L16Rik	0
1500011B03Rik	12
1500012K07Rik	0
1500015A07Rik	69
1500015L24Rik	0
1500026H17Rik	78
1500035N22Rik	0
1600002D24Rik	0
1600010M07Rik	0
1600012H06Rik	469
1600012P17Rik	0
1600014C10Rik	2054
1600014C23Rik	0
1600015H23Rik	0
1600019K03Rik	0
1600020E01Rik	1031
1600023N17Rik	0
1600025M17Rik	0
1600027J07Rik	0
1600029I14Rik	0
1600029O15Rik	0
1700001D01Rik	0
1700001F09Rik	0
1700001G01Rik	0
1700001G11Rik	0
1700001G17Rik	0
1700001J03Rik	20
1700001J04Rik	0
1700001J11Rik	0
1700001K19Rik	0
1700001K23Rik	0
1700001L05Rik	135
1700001O22Rik	0
1700003C15Rik	0
1700003D09Rik	5
1700003E16Rik	0
1700003E24Rik	0
1700003F12Rik	0
1700003G18Rik	0
1700003H04Rik	0
1700003I22Rik	0
1700003L19Rik	0
1700003M07Rik	0
1700003P14Rik	0
1700006A11Rik	0
1700006F04Rik	0
1700006H20Rik	0
1700006H21Rik	0
1700006J14Rik	0
1700007E05Rik	0
1700007F19Rik	0
1700007J10Rik	0
1700007L15Rik	4
1700007P06Rik	0
1700008C04Rik	0
1700008J07Rik	31
1700008K24Rik	0
1700008O03Rik	24
1700008P02Rik	0
1700009C05Rik	0
1700009J07Rik	0
1700009N14Rik	0
1700010B08Rik	0
1700010D01Rik	0
1700010G06Rik	0
1700010H22Rik	0
1700010I02Rik	0
1700010I14Rik	30
1700010J16Rik	0
1700010K23Rik	0
1700010L04Rik	0
1700010N08Rik	0
1700011B04Rik	0
1700011C11Rik	0
1700011L22Rik	17
1700012A03Rik	0
1700012B07Rik	0
1700012B09Rik	0
1700012C14Rik	0
1700012D01Rik	17
1700012D16Rik	0
1700012H19Rik	0
1700012I11Rik	2
1700012J15Rik	0
1700013D24Rik	0
1700013G24Rik	0
1700013H16Rik	0
1700013N06Rik	0
1700014L14Rik	0
1700015C15Rik	0
1700015I17Rik	0
1700016A09Rik	5
1700016B01Rik	0
1700016C19Rik	0
